"","colour","linetype","x","y","ymin","ymax","se","flipped_aes","PANEL","group","fill","linewidth","weight","alpha"
"53","#000000","dotted",202.253164556962,0.441953154992798,0.430128027874883,0.453778282110713,0.00473012259160567,FALSE,"1",1,"grey60",1.5,1,0
"54","#000000","dotted",205.873417721519,0.44320695429019,0.431331201419417,0.455082707160962,0.0047503731999011,FALSE,"1",1,"grey60",1.5,1,0
"55","#000000","dotted",209.493670886076,0.44434359517986,0.432429648724019,0.456257541635701,0.00476565086565337,FALSE,"1",1,"grey60",1.5,1,0
"56","#000000","dotted",213.113924050633,0.445370286668526,0.433428431671252,0.4573121416658,0.00477681445155116,FALSE,"1",1,"grey60",1.5,1,0
"57","#000000","dotted",216.73417721519,0.446294237762907,0.434333353855869,0.458255121669945,0.00478442613090742,FALSE,"1",1,"grey60",1.5,1,0
"58","#000000","dotted",220.354430379747,0.44712265746972,0.43515099478804,0.459094320151401,0.00478873770616027,FALSE,"1",1,"grey60",1.5,1,0
"59","#000000","dotted",223.974683544304,0.447862754795685,0.435888651544707,0.459836858046663,0.0047897139486865,FALSE,"1",1,"grey60",1.5,1,0
"60","#000000","dotted",227.594936708861,0.448521738747519,0.436554186616864,0.460489290878173,0.00478709346081059,FALSE,"1",1,"grey60",1.5,1,0
"61","#000000","dotted",231.215189873418,0.44910681833194,0.437155780262948,0.461057856400931,0.00478048773595267,FALSE,"1",1,"grey60",1.5,1,0
"62","#000000","dotted",234.835443037975,0.449625202555666,0.437701584256732,0.461548820854601,0.004769519661571,FALSE,"1",1,"grey60",1.5,1,0
"63","#000000","dotted",238.455696202532,0.450084100425416,0.438199271053926,0.461968929796906,0.00475400385525624,FALSE,"1",1,"grey60",1.5,1,0
"64","#000000","dotted",242.075949367089,0.450490720947909,0.438655468483354,0.462325973412463,0.00473417279169303,FALSE,"1",1,"grey60",1.5,1,0
"65","#000000","dotted",245.696202531646,0.450852273129861,0.439075066820461,0.462629479439261,0.00471095397745827,FALSE,"1",1,"grey60",1.5,1,0
"66","#000000","dotted",249.316455696203,0.451175965977992,0.43946038638574,0.462891545570244,0.00468630291670257,FALSE,"1",1,"grey60",1.5,1,0
"67","#000000","dotted",252.936708860759,0.451451310817838,0.439784834743619,0.463117786892057,0.00466666121157262,FALSE,"1",1,"grey60",1.5,1,0
"68","#000000","dotted",256.556962025316,0.45164723757518,0.439990978880861,0.463303496269499,0.00466257419762255,FALSE,"1",1,"grey60",1.5,1,0
"69","#000000","dotted",260.177215189873,0.451764277480922,0.440067128982234,0.46346142597961,0.00467893036745334,FALSE,"1",1,"grey60",1.5,1,0
"70","#000000","dotted",263.79746835443,0.451803886382698,0.440002502064225,0.463605270701171,0.00472062532777848,FALSE,"1",1,"grey60",1.5,1,0
"71","#000000","dotted",267.417721518987,0.451767520128141,0.439786398895343,0.463748641360939,0.00479252118399345,FALSE,"1",1,"grey60",1.5,1,0
"72","#000000","dotted",271.037974683544,0.451656634564884,0.439408814513062,0.463904454616707,0.00489920232969661,FALSE,"1",1,"grey60",1.5,1,0
"73","#000000","dotted",274.658227848101,0.451472685540562,0.438861045017168,0.464084326063955,0.00504473272566648,FALSE,"1",1,"grey60",1.5,1,0
"74","#000000","dotted",278.278481012658,0.451217128902806,0.438136182613239,0.464298075192373,0.00523245787946918,FALSE,"1",1,"grey60",1.5,1,0
"75","#000000","dotted",281.898734177215,0.450891420499251,0.437229406538622,0.464553434459879,0.0054648884732999,FALSE,"1",1,"grey60",1.5,1,0
"76","#000000","dotted",285.518987341772,0.450497016177529,0.436138026126617,0.464856006228442,0.00574368313804967,FALSE,"1",1,"grey60",1.5,1,0
"77","#000000","dotted",289.139240506329,0.450035371785275,0.434861294267817,0.465209449302733,0.00606972306989955,FALSE,"1",1,"grey60",1.5,1,0
"78","#000000","dotted",292.759493670886,0.449507943170121,0.433400058764665,0.465615827575577,0.00644325149061501,FALSE,"1",1,"grey60",1.5,1,0
"79","#000000","dotted",296.379746835443,0.448916186179701,0.431756338951323,0.466076033408078,0.00686404300216616,FALSE,"1",1,"grey60",1.5,1,0
"80","#000000","dotted",300,0.448261556661647,0.429932905831006,0.466590207492289,0.00733157153434086,FALSE,"1",1,"grey60",1.5,1,0
"81","#666666","dotted",14,0.0089743446496961,0.000131033774525859,0.0178176555248663,0.00353737800347719,FALSE,"1",2,"grey60",1.5,1,0
